DATETIME,IDENTIFIER,INFO,FILE,USER,LAB,VERSION,TAG1,TAG2,TAG3
"2013-03-09 02:05:28",catalog,X,catalog,53,129,2.4,X,X,X
"2013-03-09 02:05:30",lab_config_home,X,lab_config_home.php?id=129,53,129,2.4,X,X,X
"2013-03-09 02:05:33",view_stocks,X,view_stocks,53,129,2.4,X,X,X
"2013-03-09 02:05:37",catalog,X,catalog,53,129,2.4,X,X,X
"2013-03-09 02:05:38",reports,X,reports,53,129,2.4,X,X,X
"2013-03-09 02:05:40",catalog,X,catalog,53,129,2.4,X,X,X
"2013-03-09 02:05:42",lab_config_home,X,lab_config_home.php?id=129,53,129,2.4,X,X,X
"2013-03-09 02:05:44",view_stocks,X,view_stocks,53,129,2.4,X,X,X
"2013-03-09 02:05:53",reports,X,reports,53,129,2.4,X,X,X
"2013-03-09 02:05:58",search_p_dyn,op=1&qr=ab,search_p_dyn,53,129,2.4,X,X,X
"2013-03-09 02:06:01",reports_testhistory,from=2013-03-09&to=2013-03-09&ip=0&viz=,reports_testhistory.php?patient_id=2870&location=129&yf=2013&mf=03&df=09&yt=2013&mt=03&dt=09&ip=0,53,129,2.4,X,X,X
"2013-03-09 02:06:10",reports_testhistory,"from=2000-03-09&to=2013-03-09&ip=0&viz=[object HTMLInputElement]",reports_testhistory.php?location=129&patient_id=2870&yf=2000&mf=03&df=09&yt=2013&mt=03&dt=09&ip=0&viz=[object%20HTMLInputElement],53,129,2.4,X,X,X
"2013-03-09 02:07:39",reports,X,reports,123,-1,2.4,X,X,X
"2013-03-09 02:11:43",search,X,search,56,129,2.4,X,X,X
"2013-03-09 02:11:45",search_p_dyn,op=1&qr=a,search_p_dyn,56,129,2.4,X,X,X
"2013-03-09 02:11:47",find_patient,X,find_patient,56,129,2.4,X,X,X
"2013-03-09 02:13:25",reports,X,reports,503,-1,2.4,X,X,X
"2013-03-09 02:13:34",reports,X,reports,503,0,2.4,X,X,X
"2013-03-09 02:13:42",reports,X,reports,503,0,2.4,X,X,X
"2013-03-09 02:14:07",reports,X,reports,125,-1,2.4,X,X,X
"2013-03-09 02:14:25",reports,X,reports,501,-1,2.4,X,X,X
"2013-03-09 02:14:32",reports,X,reports,501,0,2.4,X,X,X
"2013-03-09 02:15:08",reports,X,reports,501,0,2.4,X,X,X
"2013-03-09 02:15:11",reports,X,reports,501,0,2.4,X,X,X
"2013-03-09 02:16:16",reports,X,reports,501,0,2.4,X,X,X
"2013-03-09 02:17:15",reports,X,reports,501,,2.4,X,X,X
"2013-03-09 02:17:19",reports,X,reports,501,0,2.4,X,X,X
"2013-03-09 02:17:47",reports,X,reports,502,-1,2.4,X,X,X
"2013-03-09 02:17:50",reports,X,reports,502,0,2.4,X,X,X
"2013-03-09 02:17:55",reports,X,reports,502,0,2.4,X,X,X
"2013-03-09 02:18:00",reports,X,reports,502,0,2.4,X,X,X
"2013-03-09 02:25:04",reports,X,reports,123,-1,2.4,X,X,X
"2013-03-09 02:25:13",reports,X,reports,123,0,2.4,X,X,X
"2013-03-09 02:28:00",backup_data_ui,X,backupDataUI.php?id=129,53,129,2.4,X,X,X
"2013-03-09 02:28:04",backup_data,X,backupData,53,129,2.4,X,X,X
"2013-03-09 02:32:17",reports,X,reports,123,0,2.4,X,X,X
"2013-03-09 02:32:21",reports,X,reports,123,0,2.4,X,X,X
"2013-03-09 02:32:33",reports,X,reports,123,0,2.4,X,X,X
"2013-03-09 02:33:03",reports,X,reports,125,-1,2.4,X,X,X
"2013-03-09 02:33:07",reports,X,reports,125,0,2.4,X,X,X
"2013-03-09 02:33:18",reports,X,reports,125,0,2.4,X,X,X
"2013-03-09 02:33:19",reports,X,reports,125,0,2.4,X,X,X
"2013-03-09 02:33:36",reports,X,reports,123,-1,2.4,X,X,X
"2013-03-09 02:45:20",reports,X,reports,53,127,2.4,X,X,X
"2013-03-09 02:45:23",search_p_dyn,op=1&qr=a,search_p_dyn,53,127,2.4,X,X,X
